71,0.8142,71,0.7232,71,0.9067,71,0.8298,71,0.8323,71,0.7151,71,0.8002,71,0.6922,71,0.7898,71,0.8591,71,0.937,71,0.7338,71,0.8158,71,0.7973,71,0.8212,71,0.774,71,0.6769,71,0.8427,71,0.8153,71,0.7758,85.72
72,0.7494,72,0.6925,72,0.771,72,0.7594,72,0.7562,72,0.725,72,0.7942,72,0.5951,72,0.7025,72,0.7667,72,0.7846,72,0.6952,72,0.7454,72,0.7003,72,0.7858,72,0.6588,72,0.6686,72,0.7065,72,0.7853,72,0.6777,85.82
73,0.7487,73,0.7311,73,0.7514,73,0.7447,73,0.7285,73,0.753,73,0.8905,73,0.6227,73,0.6965,73,0.7759,73,0.7604,73,0.6652,73,0.7534,73,0.6927,73,0.7724,73,0.6996,73,0.7049,73,0.7287,73,0.7974,73,0.7132,85.87
74,0.752,74,0.7243,74,0.7383,74,0.7229,74,0.734,74,0.7626,74,0.8588,74,0.6031,74,0.7408,74,0.7792,74,0.7572,74,0.7145,74,0.732,74,0.723,74,0.7837,74,0.6725,74,0.7399,74,0.7178,74,0.8181,74,0.71,85.86
75,0.7858,75,0.7371,75,0.7811,75,0.6843,75,0.7168,75,0.735,75,0.8194,75,0.6212,75,0.7804,75,0.7681,75,0.7351,75,0.6968,75,0.773,75,0.7359,75,0.7985,75,0.7287,75,0.7511,75,0.6798,75,0.8167,75,0.7308,85.93
76,0.7541,76,0.7283,76,0.7475,76,0.7375,76,0.7362,76,0.7582,76,0.8732,76,0.6339,76,0.7098,76,0.7506,76,0.7744,76,0.7129,76,0.7217,76,0.742,76,0.7842,76,0.6598,76,0.7875,76,0.721,76,0.8687,76,0.7393,85.95
77,0.7837,77,0.7299,77,0.7428,77,0.7355,77,0.7305,77,0.7666,77,0.8552,77,0.6547,77,0.7468,77,0.7711,77,0.7837,77,0.7688,77,0.7391,77,0.7182,77,0.8202,77,0.7091,77,0.8034,77,0.7277,77,0.8541,77,0.7409,86.02
78,0.8015,78,0.7743,78,0.7911,78,0.7198,78,0.767,78,0.7741,78,0.8315,78,0.6697,78,0.722,78,0.7843,78,0.7461,78,0.7431,78,0.7386,78,0.7589,78,0.8133,78,0.6922,78,0.741,78,0.7335,78,0.8783,78,0.7503,86.08
79,0.7807,79,0.757,79,0.7465,79,0.7476,79,0.7718,79,0.7756,79,0.8243,79,0.6581,79,0.7419,79,0.8075,79,0.7649,79,0.7524,79,0.7643,79,0.7364,79,0.7796,79,0.6956,79,0.7442,79,0.7284,79,0.8948,79,0.7647,86.14
80,0.7926,80,0.7645,80,0.7549,80,0.7563,80,0.7735,80,0.7893,80,0.8231,80,0.6685,80,0.7533,80,0.8133,80,0.7671,80,0.7585,80,0.7702,80,0.7452,80,0.7841,80,0.6986,80,0.7515,80,0.7359,80,0.9039,80,0.7693,86.18
81,0.7765,81,0.7658,81,0.786,81,0.7437,81,0.764,81,0.7706,81,0.851,81,0.6807,81,0.7503,81,0.8049,81,0.7647,81,0.7567,81,0.8094,81,0.7565,81,0.7896,81,0.7066,81,0.741,81,0.7885,81,0.9029,81,0.772,86.13
82,0.7929,82,0.7521,82,0.7622,82,0.7635,82,0.8073,82,0.7655,82,0.8498,82,0.6785,82,0.7855,82,0.7829,82,0.7659,82,0.7734,82,0.7471,82,0.7645,82,0.802,82,0.7137,82,0.7624,82,0.7739,82,0.8605,82,0.7688,86.16
83,0.8092,83,0.7611,83,0.7566,83,0.7543,83,0.7661,83,0.7699,83,0.8725,83,0.6993,83,0.7364,83,0.7993,83,0.8041,83,0.7196,83,0.7601,83,0.7587,83,0.8112,83,0.7411,83,0.78,83,0.7358,83,0.861,83,0.7686,86.14
84,0.7875,84,0.7729,84,0.7887,84,0.742,84,0.7717,84,0.7875,84,0.8662,84,0.7149,84,0.7693,84,0.7795,84,0.7895,84,0.7759,84,0.7851,84,0.775,84,0.84,84,0.7011,84,0.7786,84,0.7259,84,0.8792,84,0.8209,86.14
85,0.8062,85,0.7922,85,0.7956,85,0.8055,85,0.7643,85,0.7768,85,0.8963,85,0.7038,85,0.7778,85,0.8259,85,0.8219,85,0.7637,85,0.7901,85,0.7464,85,0.8244,85,0.71,85,0.7843,85,0.7697,85,0.9011,85,0.7846,86.13
86,0.8214,86,0.7762,86,0.7679,86,0.762,86,0.7797,86,0.7843,86,0.8836,86,0.7188,86,0.7499,86,0.8166,86,0.815,86,0.7312,86,0.7724,86,0.7668,86,0.824,86,0.7523,86,0.793,86,0.747,86,0.8692,86,0.7763,86.22
87,0.8239,87,0.7956,87,0.7879,87,0.7511,87,0.7921,87,0.7946,87,0.8868,87,0.7089,87,0.7853,87,0.7849,87,0.8047,87,0.7623,87,0.7871,87,0.7651,87,0.834,87,0.7154,87,0.7884,87,0.7381,87,0.8826,87,0.8077,86.23
88,0.7954,88,0.7761,88,0.8262,88,0.8037,88,0.784,88,0.79,88,0.8894,88,0.6824,88,0.7754,88,0.8656,88,0.8088,88,0.7761,88,0.7733,88,0.7949,88,0.8425,88,0.7047,88,0.7746,88,0.7215,88,0.871,88,0.86,86.25
89,0.8365,89,0.7803,89,0.8356,89,0.7884,89,0.7523,89,0.7888,89,0.8955,89,0.7135,89,0.7908,89,0.8415,89,0.7853,89,0.764,89,0.8359,89,0.8233,89,0.8457,89,0.7302,89,0.825,89,0.7767,89,0.9134,89,0.8068,86.17
