model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
19,19_trigger,,76,4.298673611111111,8.177777777777779,736,9000
global,combine,,76,8.128586805555555,3.4111111111111114,307,9000
global,global_in_0_trigger,,76,8.446991319444445,2.6,234,9000
global,global_in_1_trigger,,76,8.290145833333334,3.6888888888888887,332,9000
global,global_in_2_trigger,,76,8.462303819444445,2.511111111111111,226,9000
global,global_in_3_trigger,,76,8.128586805555555,3.4111111111111114,307,9000
global,global_in_4_trigger,,76,8.4469921875,2.6,234,9000
global,global_in_5_trigger,,76,8.290145833333334,3.6888888888888887,332,9000
global,global_in_6_trigger,,76,8.462301215277778,2.511111111111111,226,9000
global,global_in_7_trigger,,76,8.128587673611111,3.4111111111111114,307,9000
global,global_in_8_trigger,,76,8.446991319444445,2.6,234,9000
global,global_in_9_trigger,,76,8.290147569444445,3.6888888888888887,332,9000
global,global_in_10_trigger,,76,8.462302951388889,2.511111111111111,226,9000
global,global_in_11_trigger,,76,8.128587673611111,3.4111111111111114,307,9000
global,global_in_12_trigger,,76,8.446991319444445,2.6,234,9000
global,global_in_13_trigger,,76,8.290145833333334,3.6888888888888887,332,9000
global,global_in_14_trigger,,76,8.4623046875,2.511111111111111,226,9000
global,global_in_15_trigger,,76,8.128588541666666,3.4111111111111114,307,9000
global,global_in_16_trigger,,76,8.4469921875,2.6,234,9000
global,global_in_17_trigger,,76,8.290147569444445,3.6888888888888887,332,9000
global,global_in_18_trigger,,76,8.462301215277778,2.511111111111111,226,9000
global,global_in_19_trigger,,76,8.128587673611111,3.4111111111111114,307,9000
0,0_trigger,,77,4.436240017361111,4.122222222222223,371,9000
1,1_trigger,,77,5.4080907118055555,2.6555555555555554,239,9000
2,2_trigger,,77,3.854697048611111,24.122222222222224,2171,9000
3,3_trigger,,77,5.0242604166666665,6.555555555555556,590,9000
4,4_trigger,,77,5.681475694444444,1.1111111111111112,100,9000
5,5_trigger,,77,6.221936631944445,4.433333333333334,399,9000
6,6_trigger,,77,4.190406684027778,4.5777777777777775,412,9000
7,7_trigger,,77,4.670131944444444,8.955555555555556,806,9000
8,8_trigger,,77,3.686522135416667,17.655555555555555,1589,9000
9,9_trigger,,77,2.954011935763889,25.977777777777778,2338,9000
10,10_trigger,,77,3.9547365451388887,9.511111111111111,856,9000
11,11_trigger,,77,3.73800390625,10.68888888888889,962,9000
12,12_trigger,,77,4.713287326388889,8.744444444444445,787,9000
13,13_trigger,,77,6.727518663194444,14.799999999999999,1332,9000
14,14_trigger,,77,4.320857638888889,7.7555555555555555,698,9000
15,15_trigger,,77,4.000917534722222,13.522222222222222,1217,9000
16,16_trigger,,77,3.9680421006944444,13.277777777777777,1195,9000
17,17_trigger,,77,3.9794210069444444,15.07777777777778,1357,9000
18,18_trigger,,77,4.736528211805555,9.722222222222223,875,9000
19,19_trigger,,77,4.6972582465277775,12.755555555555556,1148,9000
global,combine,,77,8.149355902777778,3.4666666666666663,312,9000
global,global_in_0_trigger,,77,8.471421006944444,2.6333333333333333,237,9000
global,global_in_1_trigger,,77,8.313102430555556,3.6555555555555554,329,9000
global,global_in_2_trigger,,77,8.487125868055555,2.522222222222222,227,9000
global,global_in_3_trigger,,77,8.149355902777778,3.4666666666666663,312,9000
global,global_in_4_trigger,,77,8.471421006944444,2.6333333333333333,237,9000
global,global_in_5_trigger,,77,8.313102430555556,3.6555555555555554,329,9000
global,global_in_6_trigger,,77,8.487125,2.522222222222222,227,9000
global,global_in_7_trigger,,77,8.149356770833334,3.4666666666666663,312,9000
global,global_in_8_trigger,,77,8.471418402777777,2.6333333333333333,237,9000
global,global_in_9_trigger,,77,8.31310329861111,3.6555555555555554,329,9000
global,global_in_10_trigger,,77,8.487125868055555,2.522222222222222,227,9000
global,global_in_11_trigger,,77,8.149356770833334,3.4666666666666663,312,9000
global,global_in_12_trigger,,77,8.471420138888888,2.6333333333333333,237,9000
global,global_in_13_trigger,,77,8.31310329861111,3.6555555555555554,329,9000
global,global_in_14_trigger,,77,8.487127604166666,2.522222222222222,227,9000
global,global_in_15_trigger,,77,8.149355902777778,3.4666666666666663,312,9000
global,global_in_16_trigger,,77,8.471419270833334,2.6333333333333333,237,9000
global,global_in_17_trigger,,77,8.31310329861111,3.6555555555555554,329,9000
global,global_in_18_trigger,,77,8.487126736111112,2.522222222222222,227,9000
global,global_in_19_trigger,,77,8.149355902777778,3.4666666666666663,312,9000
0,0_trigger,,78,4.20925390625,7.244444444444445,652,9000
1,1_trigger,,78,4.512188802083333,2.966666666666667,267,9000
2,2_trigger,,78,3.034922092013889,43.388888888888886,3905,9000
3,3_trigger,,78,5.0749388020833335,6.9,621,9000
4,4_trigger,,78,5.192634548611111,1.1777777777777778,106,9000
5,5_trigger,,78,5.992959635416667,4.666666666666667,420,9000
6,6_trigger,,78,4.744500868055556,3.7444444444444445,337,9000
7,7_trigger,,78,4.035894965277778,9.755555555555556,878,9000
8,8_trigger,,78,3.8737083333333335,17.355555555555554,1562,9000
9,9_trigger,,78,2.85178125,33.15555555555555,2984,9000
10,10_trigger,,78,4.8559435763888885,6.144444444444445,553,9000
11,11_trigger,,78,3.910766059027778,14.255555555555555,1283,9000
12,12_trigger,,78,4.211584635416667,7.933333333333334,714,9000
13,13_trigger,,78,4.602421006944445,17.544444444444444,1579,9000
14,14_trigger,,78,4.983168836805556,8.122222222222222,731,9000
15,15_trigger,,78,4.821394097222222,10.344444444444445,931,9000
16,16_trigger,,78,4.793076388888889,11.433333333333334,1029,9000
17,17_trigger,,78,4.062817708333333,16.266666666666666,1464,9000
18,18_trigger,,78,4.056482638888889,11.488888888888889,1034,9000
19,19_trigger,,78,4.184205729166667,7.68888888888889,692,9000
global,combine,,78,8.172444444444444,3.3888888888888893,305,9000
global,global_in_0_trigger,,78,8.49730642361111,2.577777777777778,232,9000
global,global_in_1_trigger,,78,8.337292534722222,3.6111111111111107,325,9000
global,global_in_2_trigger,,78,8.513528645833333,2.511111111111111,226,9000
global,global_in_3_trigger,,78,8.172443576388888,3.3888888888888893,305,9000
global,global_in_4_trigger,,78,8.49730642361111,2.577777777777778,232,9000
global,global_in_5_trigger,,78,8.337294270833333,3.6111111111111107,325,9000
global,global_in_6_trigger,,78,8.513528645833333,2.511111111111111,226,9000
global,global_in_7_trigger,,78,8.172443576388888,3.3888888888888893,305,9000
global,global_in_8_trigger,,78,8.49730642361111,2.577777777777778,232,9000
global,global_in_9_trigger,,78,8.337294270833333,3.6111111111111107,325,9000
global,global_in_10_trigger,,78,8.513529513888889,2.511111111111111,226,9000
global,global_in_11_trigger,,78,8.172443576388888,3.3888888888888893,305,9000
global,global_in_12_trigger,,78,8.49730642361111,2.577777777777778,232,9000
global,global_in_13_trigger,,78,8.337293402777778,3.6111111111111107,325,9000
global,global_in_14_trigger,,78,8.513529513888889,2.511111111111111,226,9000
global,global_in_15_trigger,,78,8.172443576388888,3.3888888888888893,305,9000
global,global_in_16_trigger,,78,8.49730642361111,2.577777777777778,232,9000
global,global_in_17_trigger,,78,8.337291666666667,3.6111111111111107,325,9000
global,global_in_18_trigger,,78,8.513530381944445,2.511111111111111,226,9000
global,global_in_19_trigger,,78,8.172443576388888,3.3888888888888893,305,9000
0,0_trigger,,79,4.78481640625,3.7444444444444445,337,9000
1,1_trigger,,79,4.305467881944445,3.5666666666666664,321,9000
2,2_trigger,,79,3.6546766493055554,24.4,2196,9000
3,3_trigger,,79,4.809296006944445,14.677777777777779,1321,9000
4,4_trigger,,79,4.754525607638889,1.7222222222222223,155,9000
5,5_trigger,,79,5.370226128472222,4.622222222222222,416,9000
6,6_trigger,,79,5.0814965277777775,3.811111111111111,343,9000
7,7_trigger,,79,3.7334453125,10.8,972,9000
8,8_trigger,,79,4.372522135416666,17.144444444444446,1543,9000
9,9_trigger,,79,2.659263671875,38.48888888888889,3464,9000
10,10_trigger,,79,5.050770399305556,5.622222222222222,506,9000
11,11_trigger,,79,4.282026475694445,10.144444444444446,913,9000
12,12_trigger,,79,3.604912109375,10.933333333333334,984,9000
13,13_trigger,,79,4.97898828125,12.488888888888889,1124,9000
14,14_trigger,,79,6.20169921875,7.022222222222223,632,9000
15,15_trigger,,79,4.278963541666666,12.577777777777776,1132,9000
16,16_trigger,,79,4.7213515625,11.144444444444444,1003,9000
17,17_trigger,,79,3.9065828993055556,16.900000000000002,1521,9000
18,18_trigger,,79,3.728724826388889,23.344444444444445,2101,9000
19,19_trigger,,79,4.509384114583334,14.866666666666667,1338,9000
global,combine,,79,8.20545138888889,3.344444444444444,301,9000
global,global_in_0_trigger,,79,8.531925347222222,2.6,234,9000
global,global_in_1_trigger,,79,8.371611111111111,3.5777777777777775,322,9000
global,global_in_2_trigger,,79,8.548297743055555,2.477777777777778,223,9000
global,global_in_3_trigger,,79,8.20545138888889,3.344444444444444,301,9000
global,global_in_4_trigger,,79,8.531923611111111,2.6,234,9000
global,global_in_5_trigger,,79,8.371610243055555,3.5777777777777775,322,9000
global,global_in_6_trigger,,79,8.548296006944444,2.477777777777778,223,9000
global,global_in_7_trigger,,79,8.205450520833333,3.344444444444444,301,9000
global,global_in_8_trigger,,79,8.531922743055556,2.6,234,9000
global,global_in_9_trigger,,79,8.371611111111111,3.5777777777777775,322,9000
global,global_in_10_trigger,,79,8.54829513888889,2.477777777777778,223,9000
global,global_in_11_trigger,,79,8.205450520833333,3.344444444444444,301,9000
global,global_in_12_trigger,,79,8.531923611111111,2.6,234,9000
global,global_in_13_trigger,,79,8.371611111111111,3.5777777777777775,322,9000
global,global_in_14_trigger,,79,8.548296875,2.477777777777778,223,9000
global,global_in_15_trigger,,79,8.205450520833333,3.344444444444444,301,9000
global,global_in_16_trigger,,79,8.531922743055556,2.6,234,9000
global,global_in_17_trigger,,79,8.371611111111111,3.5777777777777775,322,9000
global,global_in_18_trigger,,79,8.54829513888889,2.477777777777778,223,9000
global,global_in_19_trigger,,79,8.20545138888889,3.344444444444444,301,9000
0,0_trigger,,80,4.652658854166667,4.311111111111112,388,9000
1,1_trigger,,80,4.286112413194444,3.6111111111111107,325,9000
2,2_trigger,,80,3.5003940972222223,25.933333333333337,2334,9000
3,3_trigger,,80,4.643299045138889,17.5,1575,9000
4,4_trigger,,80,4.6922808159722225,1.8222222222222224,164,9000
5,5_trigger,,80,5.249369791666667,5.033333333333333,453,9000
6,6_trigger,,80,5.090233072916667,3.844444444444445,346,9000
7,7_trigger,,80,3.5779546440972223,12.444444444444445,1120,9000
8,8_trigger,,80,4.3330872395833335,18.055555555555554,1625,9000
9,9_trigger,,80,2.558220052083333,41.6,3744,9000
10,10_trigger,,80,4.942268229166666,5.766666666666667,519,9000
11,11_trigger,,80,4.186361111111111,10.42222222222222,938,9000
12,12_trigger,,80,3.5430496961805558,11.511111111111111,1036,9000
13,13_trigger,,80,4.821631944444444,14.011111111111111,1261,9000
14,14_trigger,,80,6.12896875,7.044444444444445,634,9000
15,15_trigger,,80,4.191641493055555,13.066666666666665,1176,9000
16,16_trigger,,80,4.649013020833333,11.533333333333333,1038,9000
17,17_trigger,,80,3.765937934027778,17.9,1611,9000
18,18_trigger,,80,3.660029513888889,24.711111111111112,2224,9000
19,19_trigger,,80,4.452552951388889,15.555555555555555,1400,9000
global,combine,,80,8.188375868055555,3.344444444444444,301,9000
global,global_in_0_trigger,,80,8.5180390625,2.588888888888889,233,9000
global,global_in_1_trigger,,80,8.356021701388888,3.5333333333333337,318,9000
global,global_in_2_trigger,,80,8.534668402777777,2.5,225,9000
global,global_in_3_trigger,,80,8.188375868055555,3.344444444444444,301,9000
global,global_in_4_trigger,,80,8.518038194444445,2.588888888888889,233,9000
global,global_in_5_trigger,,80,8.356021701388888,3.5333333333333337,318,9000
global,global_in_6_trigger,,80,8.534668402777777,2.5,225,9000
global,global_in_7_trigger,,80,8.188376736111111,3.344444444444444,301,9000
global,global_in_8_trigger,,80,8.518038194444445,2.588888888888889,233,9000
global,global_in_9_trigger,,80,8.356019965277778,3.5333333333333337,318,9000
global,global_in_10_trigger,,80,8.534669270833334,2.5,225,9000
global,global_in_11_trigger,,80,8.188375868055555,3.344444444444444,301,9000
global,global_in_12_trigger,,80,8.518037326388889,2.588888888888889,233,9000
global,global_in_13_trigger,,80,8.356021701388888,3.5333333333333337,318,9000
global,global_in_14_trigger,,80,8.534668402777777,2.5,225,9000
global,global_in_15_trigger,,80,8.188376736111111,3.344444444444444,301,9000
global,global_in_16_trigger,,80,8.518036458333333,2.588888888888889,233,9000
global,global_in_17_trigger,,80,8.356020833333334,3.5333333333333337,318,9000
