model,epoch,average_loss,accuracy,correct_data,total_data
0,73,26.2408900422969,76.3111111111111,6868,9000
1,73,0.44152413571323906,88.08888888888889,7928,9000
1,73,68.59808732914371,88.67777777777778,7981,9000
2,73,8.719970514085558,2.422222222222222,218,9000
2,73,2784.821961263021,2.1444444444444444,193,9000
3,73,0.024764033189906765,99.05555555555556,8915,9000
3,73,8.583552261311146,98.23333333333333,8841,9000
4,73,10.811162044101291,3.811111111111111,343,9000
4,73,1984.840206705729,4.433333333333334,399,9000
5,73,0.4040991898854117,91.36666666666666,8223,9000
5,73,106.2742808544267,89.07777777777778,8017,9000
6,73,7.7411464538574215,4.7444444444444445,427,9000
6,73,1985.7442836914063,7.5777777777777775,682,9000
7,73,0.03127161298362908,98.71111111111112,8884,9000
7,73,23.72036438107607,94.02222222222221,8462,9000
8,73,10.125304179297553,5.577777777777778,502,9000
8,73,2716.3269697265623,0.6,54,9000
9,73,0.3641413860394646,89.96666666666667,8097,9000
9,73,113.57405645534045,84.53333333333333,7608,9000
10,73,12.940765104081896,3.7444444444444445,337,9000
10,73,4659.769407552083,11.455555555555556,1031,9000
11,73,0.03778148000993602,98.82222222222222,8894,9000
11,73,2.884992654834667,99.15555555555555,8924,9000
12,73,6.246114842732747,11.055555555555555,995,9000
12,73,2227.578066080729,13.866666666666665,1248,9000
13,73,0.27086518175531527,91.0,8190,9000
13,73,45.91782216908586,94.71111111111111,8524,9000
14,73,9.611302402496339,3.7444444444444445,337,9000
14,73,2389.2684033203127,1.288888888888889,116,9000
15,73,0.05373910360624428,98.17777777777778,8836,9000
15,73,3.157910116187415,99.28888888888889,8936,9000
16,73,6.252815924962362,12.733333333333333,1146,9000
16,73,1421.4169649793837,19.62222222222222,1766,9000
17,73,0.2461216172547069,92.68888888888888,8342,9000
17,73,20.100865441322313,96.3,8667,9000
18,73,7.9012771924336755,3.7888888888888888,341,9000
18,73,2139.9768197699655,1.7777777777777777,160,9000
19,73,0.03427488564858039,98.7,8883,9000
19,73,0.2829703132841322,99.85555555555555,8987,9000
global,73,9.100838653564454,3.033333333333333,273,9000
